brand,category,name,volume,price,highMockupPrice,imglink
Doğalsan,un,Ekşimayalıalman,500 g,12.50₺,15.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05010127/05010127-629aaa.jpg
Söke,un,Ruşeymliunkarışımı,500 gr,8.35₺,11.35₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016893/05016893-3ed2d4.jpg
Doğalsan,un,Siyezunu,500 g,12.90₺,17.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016878/dogalsan-siyez-unu-500-g-41e5bb.jpg
Söke,un,Çavdarlıunkarışımı,500 g,8.35₺,9.35₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016890/05016890-d57843.jpg
Doğalsan,un,Karabuğdayekmeğiun,500 g,12.50₺,13.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05010121/05010121-f445d8.jpg
Sinangil,un,Köyekmekunu,1 kg,10.50₺,13.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016799/05016799-e505ff.jpg
Doğalsan,un,Çavdarunu,1 kg,10.50₺,14.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016881/dogalsan-cavdar-unu-1-kg-4fd328.jpg
Eriş,un,Un,5 kg,25.50₺,30.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016869/05016869-659a6e.jpg
Sinangil,un,Tahılekmekunu,1 kg,10.50₺,14.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016783/sinangil-tahil-ekmek-unu-eko-paket-1-kg-9ff17a.jpg
Eriş,un,Unbaklavalıkböreklik,2 kg,11.95₺,14.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016913/05016913-a7f115.jpg
Takita,şeker,Kahverengiküpşeker,500 g,13.80₺,15.8₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321776/takita-kahverengi-kup-seker-500-g-e88208.jpg
Migros,şeker,Şekillişeker,500 g,5.50₺,6.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321705/03321705-efcee1.jpg
Takita,şeker,Kahverengitozşeker,500 g,12.95₺,16.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03312867/takita-kahverengi-toz-seker-500-g-c49803.jpg
Migros,şeker,Sarmaesmerküp,500 g,8.75₺,13.75₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321780/03321780-d54046.jpg
Great Mountain,şeker,Hindistancevizişekeri,180 g,15.25₺,18.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03312868/great-mountain-hindistan-cevizi-sekeri-180-gr-66ff45.jpg
Irmak,şeker,Kahverengiküpşeker,500 g,10.40₺,15.4₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321767/03321767-de09a1.png
Doğuş,şeker,Tozşeker,3 kg,18.50₺,21.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03311018/dogus-toz-seker-3-kg-15448a.jpg
Torku,şeker,Tozşeker,3 kg,18.75₺,20.75₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03312735/torku-toz-seker-3-kg-3230a0.jpg
Migros,şeker,Esmerküpşeker,750 g,9.25₺,13.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321778/03321778-0edfad.jpg
Irmak,şeker,Kristaltozşeker,3 kg,17.95₺,22.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03311033/03311033-e9b4be.jpg
Torku,şeker,Şekertanesitoz,5 kg,29.75₺,33.75₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03312736/03312736-f1d13e.jpg
Migros,şeker,Pudraşekeri,250 g,2.60₺,7.6₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03331002/03331002-f23fff.jpg
Irmak,şeker,Tozşeker,5 kg,23.45₺,24.45₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03311034/03311034-87300d.jpg
Torku,şeker,Şekertanesitoz,1 kg,6.45₺,7.45₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03312734/torku-seker-tanesi-toz-seker-1-kg-b29bc1.jpg
Migros,şeker,Teklisarmaküp,500 g,4.65₺,7.65₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321779/03321779-eae5f5.jpg
Irmak,şeker,Kahverengitozşeker,500 g,10.40₺,13.4₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03312837/03312837-fc4d0d.jpg
Irmak,şeker,Tozşeker,1 kg,6.35₺,10.35₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03311032/irmak-toz-seker-1-kg-e3d973.jpg
Migros,şeker,Kahverengişekillişeker,500 g,6.90₺,7.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321706/03321706-09a7f1.jpg
Torku,şeker,Küpşeker,750 g,5.25₺,6.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321536/torku-kup-seker-750-gr-2a7bb5.jpg
Torku,şeker,Şekerküpüküp,1 kg,6.45₺,9.45₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03321535/03321535-ccded4.jpg
Feast,dondurulmuş gıda,Mısır,450 g,9.95₺,14.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17014575/feast-misir-450-gr-bffb65.jpg
Exotic,dondurulmuş gıda,Freshfrozennar,500 ml,12.00₺,14.0₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17990280/17990280-ce5fa9.jpg
Exotic,dondurulmuş gıda,Freshfrozenportakal,1000 ml,13.50₺,16.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17990278/17990278-6c81c5.jpg
Feast,dondurulmuş hamur işleri,Pizzagurmesucuklu,450g,17.25₺,21.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555730/17555730-567df4.JPG
Börekse,dondurulmuş hamur işleri,Ispanaklıpeynirlimini,500 g,13.90₺,16.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555944/17555944-5b4984.jpg
Feast,dondurulmuş gıda,Dondurulmuşminicheesecake,480 g,36.90₺,39.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17600070/feast-dondurulmus-mini-cheesecake-480-gr-5b68ab.jpg
Glutensiz Ada,dondurulmuş hamur işleri,Lahmacun,150g,24.95₺,29.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555736/17555736-2e7acf.jpg
Feast,dondurulmuş hamur işleri,Pizzagurmemeksika,450g,17.25₺,18.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555731/17555731-20cc32.jpg
Glutensiz Ada,dondurulmuş hamur işleri,Pizza,240g,25.95₺,28.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555735/17555735-b01727.jpg
Börekse,dondurulmuş hamur işleri,Peynirliminibörek,500 g,13.90₺,15.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555946/17555946-5cb581.jpg
Feast,dondurulmuş gıda,Limonlucheesecake,800g,44.95₺,49.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555747/17555747-64eb32.jpg
Dr.Oetker,dondurulmuş hamur işleri,Ristorantepizzamista,340 g,16.13₺,18.13₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17552540/17552540-dbbc00.jpg
Pınar,dondurulmuş gıda,Miskethindiköfte,470 g,23.16₺,25.16₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17401048/17401048-2266b7.png
Feast,dondurulmuş hamur işleri,Karışıkpizza,800 g,21.95₺,26.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555564/feast-karisik-pizza-800-gr-5b1e29.jpg
Pınar,dondurulmuş hamur işleri,Peynirlitepsibörek,400 g,13.90₺,17.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555640/17555640-917120.jpg
Feast,dondurulmuş gıda,Patatesligarnitür,450 gr,9.95₺,12.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17014582/17014582-173627.jpg
Feast,dondurulmuş gıda,Vişne,400 g,22.95₺,26.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17300330/feast-visne-400-g-c09165.jpg
Veggy,dondurulmuş gıda,Vegburger,400 g,32.75₺,34.75₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17573547/17573547-e30759.jpg
Pınar,dondurulmuş hamur işleri,Paçangaböreği,270g,20.50₺,22.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17555683/pinar-pacanga-boregi-270g-b58625.jpg
Feast,dondurulmuş gıda,Ispanak,450 g,7.95₺,11.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/17014701/feast-ispanak-450-g-3e2626.jpg
Melba,"galeta, grissini, gevrek",Toastkıtırekmek,100 g,17.50₺,22.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05023002/melba-toast-kitir-ekmek-100-gr-a96828.jpg
Ege,tatlı,Porsiyonkasekadayıf,350 g,10.90₺,11.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/default/default-7eb9fd.jpg
Arslanoğlu,tatlı,Şekerpare,250g,10.95₺,11.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05049923/arslanoglu-sekerpare-250g-a3a8a8.jpg
Kenton,"hamur, pasta malzemeleri",Tatlışefikurabiye,295 g,7.25₺,10.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05048081/kenton-tatli-sefi-kurabiye-karisimi-295-g-786b3d.jpg
Kenton,"hamur, pasta malzemeleri",Tatlışefiglazür,100 g,3.95₺,4.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07200239/kenton-tatli-sefi-glazur-kirmizi-100-g-cdb716.jpg
Kenton,"hamur, pasta malzemeleri",Tatlışefikuvertür,200 g,15.90₺,20.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07200245/kenton-tatli-sefi-kuvertur-bitter-cikolata-200-gr-3da8c8.jpg
Kenton,tatlı,Manolyatatlısımuzlu,195 g,8.00₺,9.0₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07100358/07100358-96d407.jpg
Pakmaya,"hamur, pasta malzemeleri",Kakaolupastajeli,175 g,7.50₺,8.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/7209860/7209860-3a1851.jpg
Kenton,tatlı,Trileçe,500 g,8.60₺,12.6₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016861/kenton-trilece-500-gr-2aa5f7.jpg
Dr.Oetker,tatlı,Eğlencelikakaolupuding,67 g,3.10₺,8.1₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07100461/07100461-0c5cc3.jpg
Asil Fırın,kuru pasta,Dolguluelmalıcookie,280 g,13.95₺,15.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05041207/05041207-95dc05.jpg
Asil Fırın,kuru pasta,Dolguluvişnelicookie,280 g,13.95₺,16.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05041206/05041206-598e93.jpg
Tsanos,"galeta, grissini, gevrek",Zerdeçalvekişnişli,120 g,24.95₺,27.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/default/default-7eb9fd.jpg
Tsanos,"galeta, grissini, gevrek",Kuinoavebiberiyeli,120 g,24.95₺,26.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/default/default-7eb9fd.jpg
Tsanos,"galeta, grissini, gevrek",Pancarlıgrissini,120 g,24.95₺,25.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/default/default-7eb9fd.jpg
Pakmaya,"hamur, pasta malzemeleri",Pastasüsüsütlü,50 g,7.95₺,10.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/7209848/7209848-c75ae4.jpg
Roggen,"unlu mamül, tatlı",Haferbrotyulaflı,500 g,21.90₺,25.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05052110/alnatura-roggen-hafer-brot-yulafli-cavdar-ekmegi-500-gr-1f357b.jpg
Kenton,"hamur, pasta malzemeleri",Tatlışefidonut,355 g,8.75₺,10.75₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07206112/kenton-tatli-sefi-donut-karisimi-355-g-6a3b8b.jpg
Kenton,"hamur, pasta malzemeleri",Tatlışefişeker,400g,8.25₺,10.25₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07200251/07200251-20e492.jpg
Kenton,"hamur, pasta malzemeleri",Tatlışeficupcake,100 g,5.75₺,6.75₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07200243/kenton-tatli-sefi-cupcake-kremasi-100-g-959301.jpg
Bigjoy,aktif yaşam ürünleri,Sportsçilekaromalı,1000 ml,110.00₺,114.0₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/08120341/08120341-bbb1bf.jpg
Qnt,aktif yaşam ürünleri,Proteiniçerençikolata,35 g,12.95₺,14.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/08120336/08120336-7c5d7e.jpg
Bigjoy,aktif yaşam ürünleri,Sudacollagenkuru,42g,7.90₺,10.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/08120343/08120343-e9b22a.jpg
Qnt,aktif yaşam ürünleri,Metapureçikolataaromalı,30g,14.95₺,17.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/08120347/08120347-4b04ca.jpg
Simon Levelt,"ekolojik, biyolojik ürün",Organikkahveendonezya,250 g,69.90₺,72.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03212033/03212033-9f33a8.jpg
Simon Levelt,"ekolojik, biyolojik ürün",Organikkahveetiyopya,250 g,69.90₺,73.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03212032/simon-levelt-organik-kahve-etiyopya-250-gr-605622.jpg
Bjorg,"ekolojik, biyolojik ürün",Organiktamtaneli,500 g,45.95₺,50.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/01150102/bjorg-organik-tam-taneli-yulaf-gevregi-500-g-f8cced.jpg
Rummo,"ekolojik, biyolojik ürün",Organikkepeklipenne,500g,20.50₺,23.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05039583/rummo-organik-kepekli-penne-500g-fab6e9.jpg
Balviten,glutensiz ürünler,Glutensiznişastalıpilavlık,300 g,29.90₺,30.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05040520/05040520-25748b.jpg
Diablo,şekersiz tatlandırıcılı ürünler,Tatlandırıcılıkremadolgulu,30 g,11.90₺,12.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07035049/diablo-tatlandiricili-krema-dolgulu-gofret-30-g-e31dd7.jpg
Schar,glutensiz ürünler,Gltnsızkıtırdilimler,150 g,34.95₺,38.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05040473/05040473-1e8262.jpg
Simon Levelt,"ekolojik, biyolojik ürün",Espressoçekirdekkahve,250 g,79.95₺,83.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/03212029/03212029-cc705a.jpg
Qnt,aktif yaşam ürünleri,Metapurebeyazçikolata,30g,14.95₺,18.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/08120348/08120348-d7258f.jpg
Balviten,glutensiz ürünler,Glutensizdüşükprotein,250 g,24.90₺,26.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05020157/05020157-f147ca.jpg
Takita,şekersiz tatlandırıcılı ürünler,Şekersizhamurtatlıları,750 g,47.50₺,52.5₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07139912/07139912-284605.jpg
Balviten,glutensiz ürünler,Glutensizdüşükprotein,500 g,20.90₺,24.9₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05010113/05010113-866958.jpg
Söke,glutensiz ürünler,Glutensizkakaolukek,225 g,8.45₺,13.45₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/05016889/soke-glutensiz-kakaolu-kek-unu-225-gr-340a52.jpg
Splenda,şekersiz tatlandırıcılı ürünler,Toztatlandırıcı,75 g,34.95₺,36.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07130965/splenda-toz-tatlandirici-75-gr-fab4ed.jpg
Splenda,şekersiz tatlandırıcılı ürünler,,500 tablet 27.5 g,86.95₺,89.95₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/07130984/splenda-500-tablet-27-5-gr-3fd2af.jpg
Optimum Nutrition,aktif yaşam ürünleri,Aromalısporgıdası,30.4 g,11.45₺,14.45₺,https://migros-dali-storage-prod.global.ssl.fastly.net/sanalmarket/product/08120359/08120359-df3f1f.jpg
